#  Time (au), Ener. (au), Ez  (au), HOMO Occ, LUMO Occ
0.00000000,-0.58269663,1.00190378,1.00000000,0.00000000
0.00000000,-0.58269663,1.00190378,1.00000000,0.00000000
0.00500000,-0.58269667,1.00190378,1.00000000,0.00000000
0.01000000,-0.58269681,1.00190378,1.00000000,0.00000000
0.01500000,-0.58269703,1.00190378,1.00000000,0.00000000
0.02000000,-0.58269735,1.00190378,1.00000000,0.00000000
0.02500000,-0.58269775,1.00190378,1.00000000,0.00000000
0.03000000,-0.58269824,1.00190378,1.00000000,0.00000000
0.03500000,-0.58269883,1.00190378,1.00000000,0.00000000
0.04000000,-0.58269950,1.00190378,1.00000000,0.00000000
0.04500000,-0.58270026,1.00190378,1.00000000,0.00000000
0.05000000,-0.58270112,1.00190378,1.00000000,0.00000000
0.05500000,-0.58270206,1.00190378,1.00000000,0.00000000
0.06000000,-0.58270309,1.00190378,1.00000000,0.00000000
0.06500000,-0.58270421,1.00190378,1.00000000,0.00000000
0.07000000,-0.58270543,1.00190378,1.00000000,0.00000000
0.07500000,-0.58270673,1.00190378,1.00000000,0.00000000
0.08000000,-0.58270812,1.00190377,1.00000000,0.00000000
0.08500000,-0.58270960,1.00190377,1.00000000,0.00000000
0.09000000,-0.58271117,1.00190377,1.00000000,0.00000000
0.09500000,-0.58271283,1.00190377,1.00000000,0.00000000
0.10000000,-0.58271458,1.00190376,1.00000000,0.00000000
0.10500000,-0.58271642,1.00190376,1.00000000,0.00000000
0.11000000,-0.58271835,1.00190376,1.00000000,0.00000000
0.11500000,-0.58272036,1.00190375,1.00000000,0.00000000
0.12000000,-0.58272247,1.00190374,1.00000000,0.00000000
0.12500000,-0.58272467,1.00190374,1.00000000,0.00000000
0.13000000,-0.58272696,1.00190373,1.00000000,0.00000000
0.13500000,-0.58272933,1.00190372,1.00000000,0.00000000
0.14000000,-0.58273180,1.00190371,1.00000000,0.00000000
0.14500000,-0.58273435,1.00190370,1.00000000,0.00000000
0.15000000,-0.58273700,1.00190369,1.00000000,0.00000000
0.15500000,-0.58273973,1.00190368,1.00000000,0.00000000
0.16000000,-0.58274255,1.00190366,1.00000000,0.00000000
0.16500000,-0.58274547,1.00190365,1.00000000,0.00000000
0.17000000,-0.58274847,1.00190363,1.00000000,0.00000000
0.17500000,-0.58275156,1.00190361,1.00000000,0.00000000
0.18000000,-0.58275474,1.00190359,1.00000000,0.00000000
0.18500000,-0.58275801,1.00190357,1.00000000,0.00000000
0.19000000,-0.58276137,1.00190354,1.00000000,0.00000000
0.19500000,-0.58276481,1.00190352,1.00000000,0.00000000
0.20000000,-0.58276835,1.00190349,1.00000000,0.00000000
0.20500000,-0.58277197,1.00190346,1.00000000,0.00000000
0.21000000,-0.58277569,1.00190343,1.00000000,0.00000000
0.21500000,-0.58277949,1.00190339,1.00000000,0.00000000
0.22000000,-0.58278338,1.00190336,1.00000000,0.00000000
0.22500000,-0.58278736,1.00190332,1.00000000,0.00000000
0.23000000,-0.58279143,1.00190327,1.00000000,0.00000000
0.23500000,-0.58279559,1.00190323,1.00000000,0.00000000
0.24000000,-0.58279984,1.00190318,1.00000000,0.00000000
0.24500000,-0.58280417,1.00190313,1.00000000,0.00000000
0.25000000,-0.58280860,1.00190307,1.00000000,0.00000000
0.25500000,-0.58281311,1.00190301,1.00000000,0.00000000
0.26000000,-0.58281771,1.00190295,1.00000000,0.00000000
0.26500000,-0.58282240,1.00190289,1.00000000,0.00000000
0.27000000,-0.58282718,1.00190282,1.00000000,0.00000000
0.27500000,-0.58283205,1.00190274,1.00000000,0.00000000
0.28000000,-0.58283700,1.00190267,1.00000000,0.00000000
0.28500000,-0.58284204,1.00190258,1.00000000,0.00000000
0.29000000,-0.58284717,1.00190250,1.00000000,0.00000000
0.29500000,-0.58285239,1.00190241,1.00000000,0.00000000
0.30000000,-0.58285770,1.00190231,1.00000000,0.00000000
0.30500000,-0.58286309,1.00190221,1.00000000,0.00000000
0.31000000,-0.58286858,1.00190211,1.00000000,0.00000000
0.31500000,-0.58287415,1.00190200,1.00000000,0.00000000
0.32000000,-0.58287981,1.00190188,1.00000000,0.00000000
0.32500000,-0.58288555,1.00190176,1.00000000,0.00000000
0.33000000,-0.58289139,1.00190163,1.00000000,0.00000000
0.33500000,-0.58289731,1.00190150,1.00000000,0.00000000
0.34000000,-0.58290332,1.00190136,1.00000000,0.00000000
0.34500000,-0.58290941,1.00190121,1.00000000,0.00000000
0.35000000,-0.58291560,1.00190106,1.00000000,0.00000000
0.35500000,-0.58292187,1.00190090,1.00000000,0.00000000
0.36000000,-0.58292823,1.00190074,1.00000000,0.00000000
0.36500000,-0.58293467,1.00190057,1.00000000,0.00000000
0.37000000,-0.58294120,1.00190038,1.00000000,0.00000000
0.37500000,-0.58294782,1.00190020,1.00000000,0.00000000
0.38000000,-0.58295453,1.00190000,1.00000000,0.00000000
0.38500000,-0.58296132,1.00189980,1.00000000,0.00000000
0.39000000,-0.58296820,1.00189959,1.00000000,0.00000000
0.39500000,-0.58297517,1.00189938,1.00000000,0.00000000
0.40000000,-0.58298222,1.00189915,1.00000000,0.00000000
0.40500000,-0.58298936,1.00189891,1.00000000,0.00000000
0.41000000,-0.58299659,1.00189866,1.00000000,0.00000000
0.41500000,-0.58300390,1.00189842,1.00000000,0.00000000
0.42000000,-0.58301130,1.00189815,1.00000000,0.00000000
0.42500000,-0.58301879,1.00189788,1.00000000,0.00000000
0.43000000,-0.58302636,1.00189759,1.00000000,0.00000000
0.43500000,-0.58303402,1.00189731,1.00000000,0.00000000
0.44000000,-0.58304176,1.00189700,1.00000000,0.00000000
0.44500000,-0.58304959,1.00189669,1.00000000,0.00000000
0.45000000,-0.58305751,1.00189636,1.00000000,0.00000000
0.45500000,-0.58306551,1.00189604,1.00000000,0.00000000
0.46000000,-0.58307360,1.00189568,1.00000000,0.00000000
0.46500000,-0.58308177,1.00189533,1.00000000,0.00000000
0.47000000,-0.58309003,1.00189496,1.00000000,0.00000000
0.47500000,-0.58309837,1.00189459,1.00000000,0.00000000
0.48000000,-0.58310680,1.00189419,1.00000000,0.00000000
0.48500000,-0.58311531,1.00189379,1.00000000,0.00000000
0.49000000,-0.58312391,1.00189336,1.00000000,0.00000000
0.49500000,-0.58313259,1.00189294,1.00000000,0.00000000
0.50000000,-0.58314136,1.00189249,1.00000000,0.00000000
0.50500000,-0.58315022,1.00189203,1.00000000,0.00000000
0.51000000,-0.58315915,1.00189156,1.00000000,0.00000000
0.51500000,-0.58316818,1.00189107,1.00000000,0.00000000
0.52000000,-0.58317728,1.00189058,1.00000000,0.00000000
0.52500000,-0.58318648,1.00189006,1.00000000,0.00000000
0.53000000,-0.58319575,1.00188954,1.00000000,0.00000000
0.53500000,-0.58320511,1.00188899,1.00000000,0.00000000
0.54000000,-0.58321455,1.00188843,1.00000000,0.00000000
0.54500000,-0.58322408,1.00188786,1.00000000,0.00000000
0.55000000,-0.58323369,1.00188727,1.00000000,0.00000000
0.55500000,-0.58324339,1.00188666,1.00000000,0.00000000
0.56000000,-0.58325317,1.00188604,1.00000000,0.00000000
0.56500000,-0.58326303,1.00188540,1.00000000,0.00000000
0.57000000,-0.58327298,1.00188475,1.00000000,0.00000000
0.57500000,-0.58328301,1.00188407,1.00000000,0.00000000
0.58000000,-0.58329312,1.00188338,1.00000000,0.00000000
0.58500000,-0.58330331,1.00188267,1.00000000,0.00000000
0.59000000,-0.58331359,1.00188194,1.00000000,0.00000000
0.59500000,-0.58332395,1.00188120,1.00000000,0.00000000
0.60000000,-0.58333440,1.00188043,1.00000000,0.00000000
0.60500000,-0.58334492,1.00187965,1.00000000,0.00000000
0.61000000,-0.58335553,1.00187884,1.00000000,0.00000000
0.61500000,-0.58336622,1.00187802,1.00000000,0.00000000
0.62000000,-0.58337700,1.00187717,1.00000000,0.00000000
0.62500000,-0.58338785,1.00187631,1.00000000,0.00000000
0.63000000,-0.58339879,1.00187542,1.00000000,0.00000000
0.63500000,-0.58340981,1.00187452,1.00000000,0.00000000
0.64000000,-0.58342091,1.00187359,1.00000000,0.00000000
0.64500000,-0.58343209,1.00187264,1.00000000,0.00000000
0.65000000,-0.58344336,1.00187167,1.00000000,0.00000000
0.65500000,-0.58345470,1.00187068,1.00000000,0.00000000
0.66000000,-0.58346613,1.00186965,1.00000000,0.00000000
0.66500000,-0.58347764,1.00186862,1.00000000,0.00000000
0.67000000,-0.58348923,1.00186755,1.00000000,0.00000000
0.67500000,-0.58350090,1.00186647,1.00000000,0.00000000
0.68000000,-0.58351265,1.00186535,1.00000000,0.00000000
0.68500000,-0.58352448,1.00186422,1.00000000,0.00000000
0.69000000,-0.58353639,1.00186305,1.00000000,0.00000000
0.69500000,-0.58354838,1.00186187,1.00000000,0.00000000
0.70000000,-0.58356046,1.00186065,1.00000000,0.00000000
0.70500000,-0.58357261,1.00185943,1.00000000,0.00000000
0.71000000,-0.58358484,1.00185815,1.00000000,0.00000000
0.71500000,-0.58359715,1.00185687,1.00000000,0.00000000
0.72000000,-0.58360954,1.00185554,1.00000000,0.00000000
0.72500000,-0.58362201,1.00185421,1.00000000,0.00000000
0.73000000,-0.58363456,1.00185282,1.00000000,0.00000000
0.73500000,-0.58364719,1.00185143,1.00000000,0.00000000
0.74000000,-0.58365990,1.00184999,1.00000000,0.00000000
0.74500000,-0.58367269,1.00184855,1.00000000,0.00000000
0.75000000,-0.58368555,1.00184704,1.00000000,0.00000000
0.75500000,-0.58369850,1.00184551,1.00000000,0.00000000
0.76000000,-0.58371152,1.00184398,1.00000000,0.00000000
0.76500000,-0.58372462,1.00184239,1.00000000,0.00000000
0.77000000,-0.58373780,1.00184079,1.00000000,0.00000000
0.77500000,-0.58375106,1.00183914,1.00000000,0.00000000
0.78000000,-0.58376440,1.00183748,1.00000000,0.00000000
0.78500000,-0.58377781,1.00183577,1.00000000,0.00000000
0.79000000,-0.58379130,1.00183404,1.00000000,0.00000000
0.79500000,-0.58380487,1.00183226,1.00000000,0.00000000
0.80000000,-0.58381851,1.00183047,1.00000000,0.00000000
0.80500000,-0.58383224,1.00182862,1.00000000,0.00000000
0.81000000,-0.58384604,1.00182676,1.00000000,0.00000000
0.81500000,-0.58385991,1.00182485,1.00000000,0.00000000
0.82000000,-0.58387386,1.00182292,1.00000000,0.00000000
0.82500000,-0.58388789,1.00182094,1.00000000,0.00000000
0.83000000,-0.58390200,1.00181893,1.00000000,0.00000000
0.83500000,-0.58391618,1.00181688,1.00000000,0.00000000
0.84000000,-0.58393044,1.00181480,1.00000000,0.00000000
0.84500000,-0.58394477,1.00181268,1.00000000,0.00000000
0.85000000,-0.58395918,1.00181052,1.00000000,0.00000000
0.85500000,-0.58397367,1.00180833,1.00000000,0.00000000
0.86000000,-0.58398823,1.00180610,1.00000000,0.00000000
0.86500000,-0.58400286,1.00180382,1.00000000,0.00000000
0.87000000,-0.58401757,1.00180151,1.00000000,0.00000000
0.87500000,-0.58403236,1.00179916,1.00000000,0.00000000
0.88000000,-0.58404722,1.00179677,1.00000000,0.00000000
0.88500000,-0.58406215,1.00179435,1.00000000,0.00000000
0.89000000,-0.58407716,1.00179187,1.00000000,0.00000000
0.89500000,-0.58409225,1.00178936,1.00000000,0.00000000
0.90000000,-0.58410740,1.00178681,1.00000000,0.00000000
0.90500000,-0.58412263,1.00178421,1.00000000,0.00000000
0.91000000,-0.58413794,1.00178157,1.00000000,0.00000000
0.91500000,-0.58415332,1.00177889,1.00000000,0.00000000
0.92000000,-0.58416877,1.00177616,1.00000000,0.00000000
0.92500000,-0.58418429,1.00177340,1.00000000,0.00000000
0.93000000,-0.58419989,1.00177058,1.00000000,0.00000000
0.93500000,-0.58421556,1.00176773,1.00000000,0.00000000
0.94000000,-0.58423130,1.00176482,1.00000000,0.00000000
0.94500000,-0.58424712,1.00176188,1.00000000,0.00000000
0.95000000,-0.58426300,1.00175887,1.00000000,0.00000000
0.95500000,-0.58427896,1.00175584,1.00000000,0.00000000
0.96000000,-0.58429499,1.00175274,1.00000000,0.00000000
0.96500000,-0.58431110,1.00174961,1.00000000,0.00000000
0.97000000,-0.58432727,1.00174642,1.00000000,0.00000000
0.97500000,-0.58434352,1.00174320,1.00000000,0.00000000
0.98000000,-0.58435983,1.00173990,1.00000000,0.00000000
0.98500000,-0.58437622,1.00173658,1.00000000,0.00000000
0.99000000,-0.58439268,1.00173319,1.00000000,0.00000000
0.99500000,-0.58440921,1.00172977,1.00000000,0.00000000
1.00000000,-0.58442581,1.00172627,1.00000000,0.00000000
1.00500000,-0.58444248,1.00172271,1.00000000,0.00000000
1.01000000,-0.58445922,1.00171915,1.00000000,0.00000000
1.01500000,-0.58447603,1.00171549,1.00000000,0.00000000
1.02000000,-0.58449291,1.00171182,1.00000000,0.00000000
1.02500000,-0.58450986,1.00170805,1.00000000,0.00000000
1.03000000,-0.58452687,1.00170427,1.00000000,0.00000000
1.03500000,-0.58454396,1.00170040,1.00000000,0.00000000
1.04000000,-0.58456112,1.00169651,1.00000000,0.00000000
1.04500000,-0.58457834,1.00169253,1.00000000,0.00000000
1.05000000,-0.58459563,1.00168852,1.00000000,0.00000000
1.05500000,-0.58461300,1.00168443,1.00000000,0.00000000
1.06000000,-0.58463042,1.00168031,1.00000000,0.00000000
1.06500000,-0.58464792,1.00167611,1.00000000,0.00000000
1.07000000,-0.58466549,1.00167187,1.00000000,0.00000000
1.07500000,-0.58468312,1.00166755,1.00000000,0.00000000
1.08000000,-0.58470082,1.00166320,1.00000000,0.00000000
1.08500000,-0.58471858,1.00165876,1.00000000,0.00000000
1.09000000,-0.58473642,1.00165429,1.00000000,0.00000000
1.09500000,-0.58475432,1.00164973,1.00000000,0.00000000
1.10000000,-0.58477228,1.00164514,1.00000000,0.00000000
1.10500000,-0.58479032,1.00164046,1.00000000,0.00000000
1.11000000,-0.58480842,1.00163574,1.00000000,0.00000000
1.11500000,-0.58482658,1.00163094,1.00000000,0.00000000
1.12000000,-0.58484481,1.00162609,1.00000000,0.00000000
1.12500000,-0.58486311,1.00162117,1.00000000,0.00000000
1.13000000,-0.58488147,1.00161619,1.00000000,0.00000000
1.13500000,-0.58489989,1.00161114,1.00000000,0.00000000
1.14000000,-0.58491838,1.00160603,1.00000000,0.00000000
1.14500000,-0.58493694,1.00160085,1.00000000,0.00000000
1.15000000,-0.58495556,1.00159560,1.00000000,0.00000000
1.15500000,-0.58497424,1.00159029,1.00000000,0.00000000
1.16000000,-0.58499299,1.00158491,1.00000000,0.00000000
1.16500000,-0.58501180,1.00157946,1.00000000,0.00000000
1.17000000,-0.58503067,1.00157395,1.00000000,0.00000000
1.17500000,-0.58504961,1.00156837,1.00000000,0.00000000
1.18000000,-0.58506861,1.00156271,1.00000000,0.00000000
1.18500000,-0.58508768,1.00155699,1.00000000,0.00000000
1.19000000,-0.58510680,1.00155119,1.00000000,0.00000000
1.19500000,-0.58512599,1.00154533,1.00000000,0.00000000
1.20000000,-0.58514524,1.00153939,1.00000000,0.00000000
1.20500000,-0.58516456,1.00153339,1.00000000,0.00000000
1.21000000,-0.58518393,1.00152730,1.00000000,0.00000000
1.21500000,-0.58520337,1.00152115,1.00000000,0.00000000
1.22000000,-0.58522287,1.00151491,1.00000000,0.00000000
1.22500000,-0.58524242,1.00150862,1.00000000,0.00000000
1.23000000,-0.58526204,1.00150223,1.00000000,0.00000000
1.23500000,-0.58528172,1.00149579,1.00000000,0.00000000
1.24000000,-0.58530147,1.00148925,1.00000000,0.00000000
1.24500000,-0.58532127,1.00148266,1.00000000,0.00000000
1.25000000,-0.58534113,1.00147596,1.00000000,0.00000000
1.25500000,-0.58536105,1.00146916,1.00000000,0.00000000
1.26000000,-0.58538103,1.00146236,1.00000000,0.00000000
1.26500000,-0.58540107,1.00145541,1.00000000,0.00000000
1.27000000,-0.58542116,1.00144844,1.00000000,0.00000000
1.27500000,-0.58544132,1.00144133,1.00000000,0.00000000
1.28000000,-0.58546154,1.00143420,1.00000000,0.00000000
1.28500000,-0.58548181,1.00142694,1.00000000,0.00000000
1.29000000,-0.58550214,1.00141964,1.00000000,0.00000000
1.29500000,-0.58552253,1.00141221,1.00000000,0.00000000
1.30000000,-0.58554298,1.00140475,1.00000000,0.00000000
1.30500000,-0.58556349,1.00139716,1.00000000,0.00000000
1.31000000,-0.58558405,1.00138952,1.00000000,0.00000000
1.31500000,-0.58560467,1.00138176,1.00000000,0.00000000
1.32000000,-0.58562534,1.00137396,1.00000000,0.00000000
1.32500000,-0.58564607,1.00136603,1.00000000,0.00000000
1.33000000,-0.58566686,1.00135805,1.00000000,0.00000000
1.33500000,-0.58568771,1.00134995,1.00000000,0.00000000
1.34000000,-0.58570861,1.00134180,1.00000000,0.00000000
1.34500000,-0.58572956,1.00133352,1.00000000,0.00000000
1.35000000,-0.58575057,1.00132519,1.00000000,0.00000000
1.35500000,-0.58577164,1.00131674,1.00000000,0.00000000
1.36000000,-0.58579276,1.00130823,1.00000000,0.00000000
1.36500000,-0.58581393,1.00129960,1.00000000,0.00000000
1.37000000,-0.58583516,1.00129090,1.00000000,0.00000000
1.37500000,-0.58585645,1.00128209,1.00000000,0.00000000
1.38000000,-0.58587778,1.00127321,1.00000000,0.00000000
1.38500000,-0.58589917,1.00126421,1.00000000,0.00000000
1.39000000,-0.58592062,1.00125514,1.00000000,0.00000000
1.39500000,-0.58594211,1.00124596,1.00000000,0.00000000
1.40000000,-0.58596366,1.00123670,1.00000000,0.00000000
1.40500000,-0.58598526,1.00122733,1.00000000,0.00000000
1.41000000,-0.58600692,1.00121788,1.00000000,0.00000000
1.41500000,-0.58602863,1.00120832,1.00000000,0.00000000
1.42000000,-0.58605038,1.00119867,1.00000000,0.00000000
1.42500000,-0.58607219,1.00118892,1.00000000,0.00000000
1.43000000,-0.58609405,1.00117907,1.00000000,0.00000000
1.43500000,-0.58611597,1.00116912,1.00000000,0.00000000
1.44000000,-0.58613793,1.00115908,1.00000000,0.00000000
1.44500000,-0.58615994,1.00114893,1.00000000,0.00000000
1.45000000,-0.58618201,1.00113868,1.00000000,0.00000000
1.45500000,-0.58620412,1.00112834,1.00000000,0.00000000
1.46000000,-0.58622628,1.00111788,1.00000000,0.00000000
1.46500000,-0.58624850,1.00110733,1.00000000,0.00000000
1.47000000,-0.58627076,1.00109667,1.00000000,0.00000000
1.47500000,-0.58629307,1.00108592,1.00000000,0.00000000
1.48000000,-0.58631543,1.00107505,1.00000000,0.00000000
1.48500000,-0.58633784,1.00106408,1.00000000,0.00000000
1.49000000,-0.58636029,1.00105300,1.00000000,0.00000000
1.49500000,-0.58638280,1.00104183,1.00000000,0.00000000
1.50000000,-0.58640535,1.00103053,1.00000000,0.00000000
1.50500000,-0.58642795,1.00101909,1.00000000,0.00000000
1.51000000,-0.58645059,1.00100763,1.00000000,0.00000000
1.51500000,-0.58647329,1.00099597,1.00000000,0.00000000
1.52000000,-0.58649603,1.00098429,1.00000000,0.00000000
1.52500000,-0.58651881,1.00097242,0.99999000,0.00001000
1.53000000,-0.58654164,1.00096052,0.99999000,0.00001000
1.53500000,-0.58656452,1.00094842,0.99999000,0.00001000
1.54000000,-0.58658745,1.00093630,0.99999000,0.00001000
1.54500000,-0.58661042,1.00092398,0.99999000,0.00001000
1.55000000,-0.58663343,1.00091163,0.99999000,0.00001000
1.55500000,-0.58665649,1.00089909,0.99999000,0.00001000
1.56000000,-0.58667959,1.00088650,0.99999000,0.00001000
1.56500000,-0.58670274,1.00087373,0.99999000,0.00001000
1.57000000,-0.58672593,1.00086092,0.99999000,0.00001000
1.57500000,-0.58674916,1.00084792,0.99999000,0.00001000
1.58000000,-0.58677244,1.00083487,0.99999000,0.00001000
1.58500000,-0.58679576,1.00082164,0.99999000,0.00001000
1.59000000,-0.58681913,1.00080835,0.99999000,0.00001000
1.59500000,-0.58684253,1.00079488,0.99999000,0.00001000
1.60000000,-0.58686598,1.00078135,0.99999000,0.00001000
1.60500000,-0.58688947,1.00076765,0.99999000,0.00001000
1.61000000,-0.58691301,1.00075388,0.99999000,0.00001000
1.61500000,-0.58693658,1.00073993,0.99999000,0.00001000
1.62000000,-0.58696020,1.00072592,0.99999000,0.00001000
1.62500000,-0.58698385,1.00071173,0.99999000,0.00001000
1.63000000,-0.58700755,1.00069746,0.99999000,0.00001000
1.63500000,-0.58703129,1.00068303,0.99999000,0.00001000
1.64000000,-0.58705506,1.00066852,0.99999000,0.00001000
1.64500000,-0.58707888,1.00065384,0.99999000,0.00001000
1.65000000,-0.58710274,1.00063907,0.99999000,0.00001000
1.65500000,-0.58712663,1.00062414,0.99999000,0.00001000
1.66000000,-0.58715057,1.00060912,0.99999000,0.00001000
1.66500000,-0.58717454,1.00059394,0.99999000,0.00001000
1.67000000,-0.58719855,1.00057866,0.99999000,0.00001000
1.67500000,-0.58722261,1.00056322,0.99999000,0.00001000
1.68000000,-0.58724669,1.00054768,0.99999000,0.00001000
1.68500000,-0.58727082,1.00053199,0.99999000,0.00001000
1.69000000,-0.58729498,1.00051618,0.99999000,0.00001000
1.69500000,-0.58731918,1.00050023,0.99999000,0.00001000
1.70000000,-0.58734342,1.00048415,0.99999000,0.00001000
1.70500000,-0.58736769,1.00046794,0.99999000,0.00001000
1.71000000,-0.58739200,1.00045160,0.99999000,0.00001000
1.71500000,-0.58741634,1.00043511,0.99999000,0.00001000
1.72000000,-0.58744072,1.00041850,0.99999000,0.00001000
1.72500000,-0.58746514,1.00040175,0.99999000,0.00001000
1.73000000,-0.58748959,1.00038487,0.99999000,0.00001000
1.73500000,-0.58751408,1.00036785,0.99999000,0.00001000
1.74000000,-0.58753859,1.00035069,0.99999000,0.00001000
1.74500000,-0.58756315,1.00033339,0.99999000,0.00001000
1.75000000,-0.58758774,1.00031595,0.99999000,0.00001000
1.75500000,-0.58761236,1.00029832,0.99999000,0.00001000
1.76000000,-0.58763701,1.00028066,0.99999000,0.00001000
1.76500000,-0.58766170,1.00026275,0.99999000,0.00001000
1.77000000,-0.58768642,1.00024481,0.99999000,0.00001000
1.77500000,-0.58771117,1.00022662,0.99999000,0.00001000
1.78000000,-0.58773595,1.00020839,0.99999000,0.00001000
1.78500000,-0.58776077,1.00018991,0.99999000,0.00001000
1.79000000,-0.58778562,1.00017140,0.99999000,0.00001000
1.79500000,-0.58781050,1.00015263,0.99999000,0.00001000
1.80000000,-0.58783540,1.00013383,0.99999000,0.00001000
1.80500000,-0.58786034,1.00011478,0.99999000,0.00001000
1.81000000,-0.58788531,1.00009567,0.99999000,0.00001000
1.81500000,-0.58791032,1.00007633,0.99999000,0.00001000
1.82000000,-0.58793534,1.00005693,0.99999000,0.00001000
1.82500000,-0.58796040,1.00003730,0.99999000,0.00001000
1.83000000,-0.58798549,1.00001760,0.99999000,0.00001000
1.83500000,-0.58801061,0.99999767,0.99999000,0.00001000
1.84000000,-0.58803575,0.99997767,0.99999000,0.00001000
1.84500000,-0.58806093,0.99995744,0.99999000,0.00001000
1.85000000,-0.58808613,0.99993713,0.99998000,0.00002000
1.85500000,-0.58811136,0.99991660,0.99998000,0.00002000
1.86000000,-0.58813662,0.99989599,0.99998000,0.00002000
1.86500000,-0.58816190,0.99987515,0.99998000,0.00002000
1.87000000,-0.58818721,0.99985423,0.99998000,0.00002000
1.87500000,-0.58821255,0.99983309,0.99998000,0.00002000
1.88000000,-0.58823791,0.99981185,0.99998000,0.00002000
1.88500000,-0.58826330,0.99979040,0.99998000,0.00002000
1.89000000,-0.58828871,0.99976885,0.99998000,0.00002000
1.89500000,-0.58831415,0.99974708,0.99998000,0.00002000
1.90000000,-0.58833961,0.99972522,0.99998000,0.00002000
1.90500000,-0.58836510,0.99970314,0.99998000,0.00002000
1.91000000,-0.58839061,0.99968095,0.99998000,0.00002000
1.91500000,-0.58841615,0.99965856,0.99998000,0.00002000
1.92000000,-0.58844171,0.99963604,0.99998000,0.00002000
1.92500000,-0.58846730,0.99961333,0.99998000,0.00002000
1.93000000,-0.58849290,0.99959049,0.99998000,0.00002000
1.93500000,-0.58851853,0.99956746,0.99998000,0.00002000
1.94000000,-0.58854418,0.99954429,0.99998000,0.00002000
1.94500000,-0.58856986,0.99952093,0.99998000,0.00002000
1.95000000,-0.58859555,0.99949744,0.99998000,0.00002000
1.95500000,-0.58862127,0.99947375,0.99998000,0.00002000
1.96000000,-0.58864701,0.99944992,0.99998000,0.00002000
1.96500000,-0.58867277,0.99942590,0.99998000,0.00002000
1.97000000,-0.58869854,0.99940174,0.99998000,0.00002000
1.97500000,-0.58872434,0.99937739,0.99998000,0.00002000
1.98000000,-0.58875016,0.99935288,0.99998000,0.00002000
1.98500000,-0.58877600,0.99932820,0.99998000,0.00002000
1.99000000,-0.58880186,0.99930336,0.99998000,0.00002000
1.99500000,-0.58882774,0.99927833,0.99998000,0.00002000
2.00000000,-0.58885363,0.99925315,0.99998000,0.00002000
2.00500000,-0.58887955,0.99922771,0.99998000,0.00002000
2.01000000,-0.58890548,0.99920225,0.99998000,0.00002000
2.01500000,-0.58893143,0.99917647,0.99998000,0.00002000
2.02000000,-0.58895740,0.99915066,0.99998000,0.00002000
2.02500000,-0.58898338,0.99912454,0.99997000,0.00003000
2.03000000,-0.58900939,0.99909838,0.99997000,0.00003000
2.03500000,-0.58903540,0.99907191,0.99997000,0.00003000
2.04000000,-0.58906144,0.99904539,0.99997000,0.00003000
2.04500000,-0.58908749,0.99901857,0.99997000,0.00003000
2.05000000,-0.58911355,0.99899170,0.99997000,0.00003000
2.05500000,-0.58913963,0.99896453,0.99997000,0.00003000
2.06000000,-0.58916573,0.99893730,0.99997000,0.00003000
2.06500000,-0.58919184,0.99890977,0.99997000,0.00003000
2.07000000,-0.58921796,0.99888218,0.99997000,0.00003000
2.07500000,-0.58924410,0.99885430,0.99997000,0.00003000
2.08000000,-0.58927025,0.99882634,0.99997000,0.00003000
2.08500000,-0.58929642,0.99879809,0.99997000,0.00003000
2.09000000,-0.58932259,0.99876977,0.99997000,0.00003000
2.09500000,-0.58934879,0.99874116,0.99997000,0.00003000
2.10000000,-0.58937499,0.99871247,0.99997000,0.00003000
2.10500000,-0.58940120,0.99868350,0.99997000,0.00003000
2.11000000,-0.58942743,0.99865443,0.99997000,0.00003000
2.11500000,-0.58945367,0.99862509,0.99997000,0.00003000
2.12000000,-0.58947992,0.99859566,0.99997000,0.00003000
2.12500000,-0.58950618,0.99856594,0.99997000,0.00003000
2.13000000,-0.58953244,0.99853613,0.99997000,0.00003000
2.13500000,-0.58955873,0.99850605,0.99997000,0.00003000
2.14000000,-0.58958501,0.99847585,0.99997000,0.00003000
2.14500000,-0.58961131,0.99844539,0.99997000,0.00003000
2.15000000,-0.58963762,0.99841482,0.99997000,0.00003000
2.15500000,-0.58966394,0.99838398,0.99996000,0.00004000
2.16000000,-0.58969026,0.99835302,0.99996000,0.00004000
2.16500000,-0.58971660,0.99832180,0.99996000,0.00004000
2.17000000,-0.58974294,0.99829046,0.99996000,0.00004000
2.17500000,-0.58976929,0.99825886,0.99996000,0.00004000
2.18000000,-0.58979564,0.99822712,0.99996000,0.00004000
2.18500000,-0.58982201,0.99819514,0.99996000,0.00004000
2.19000000,-0.58984837,0.99816301,0.99996000,0.00004000
2.19500000,-0.58987475,0.99813064,0.99996000,0.00004000
2.20000000,-0.58990113,0.99809812,0.99996000,0.00004000
2.20500000,-0.58992752,0.99806536,0.99996000,0.00004000
2.21000000,-0.58995391,0.99803244,0.99996000,0.00004000
2.21500000,-0.58998030,0.99799928,0.99996000,0.00004000
2.22000000,-0.59000670,0.99796597,0.99996000,0.00004000
2.22500000,-0.59003311,0.99793242,0.99996000,0.00004000
2.23000000,-0.59005952,0.99789870,0.99996000,0.00004000
2.23500000,-0.59008593,0.99786475,0.99996000,0.00004000
2.24000000,-0.59011235,0.99783063,0.99996000,0.00004000
